OrderID,Date,Product,Category,Region,UnitPrice,Quantity,Revenue,Profit,Cost
ORD11040,2024-01-16,Noise Cancelling Headphones,Audio,East,97.23,1,97.23,36.12,61.11
ORD11406,2024-01-16,Mechanical Keyboard,Accessories,North,81.71,1,81.71,34.58,47.13
ORD11831,2024-01-16,External SSD 1TB,Storage,North,125.64,1,125.64,36.83,88.81
ORD10976,2024-01-16,Noise Cancelling Headphones,Audio,South,141.7,2,283.4,120.47,162.93
ORD10912,2024-01-16,Webcam HD,Peripherals,North,37.48,3,112.44,38.64,73.8
ORD11798,2024-01-16,External SSD 1TB,Storage,West,128.45,1,128.45,33.39,95.06
ORD11981,2024-01-17,Laptop Stand,Accessories,North,23.77,2,47.54,21.02,26.52
ORD12482,2024-01-17,USB-C Hub,Accessories,East,24.7,3,74.1,30.69,43.41
ORD12002,2024-01-17,Laptop Stand,Accessories,North,28.33,1,28.33,10.39,17.94
ORD10033,2024-01-17,Smartwatch,Wearables,East,136.39,4,545.56,256.22,289.34
ORD11598,2024-01-17,Smartwatch,Wearables,North,91.55,3,274.65,130.96,143.69
ORD10174,2024-01-17,Bluetooth Speaker,Audio,North,65.43,1,65.43,25.68,39.75
ORD11696,2024-01-18,External SSD 1TB,Storage,South,94.21,1,94.21,20.94,73.27
ORD12269,2024-01-18,Laptop Stand,Accessories,South,30.77,2,61.54,25.48,36.06
ORD10880,2024-01-18,USB-C Hub,Accessories,East,35.67,3,107.01,43.05,63.96
ORD12583,2024-01-18,Webcam HD,Peripherals,East,56.42,2,112.84,38.48,74.36
ORD12559,2024-01-19,Laptop Stand,Accessories,East,34.95,3,104.85,48.12,56.73
ORD12784,2024-01-19,External SSD 1TB,Storage,West,123.35,2,246.7,73.0,173.7
ORD10746,2024-01-19,Laptop Stand,Accessories,West,32.78,1,32.78,14.43,18.35
ORD10898,2024-01-20,Laptop Stand,Accessories,North,19.23,3,57.69,25.18,32.51
ORD11405,2024-01-20,Bluetooth Speaker,Audio,East,35.52,1,35.52,14.22,21.3
ORD10162,2024-01-20,Smartwatch,Wearables,West,100.87,3,302.61,136.06,166.55
ORD11928,2024-01-21,Standing Desk,Furniture,West,267.87,1,267.87,58.32,209.55
ORD10477,2024-01-21,Bluetooth Speaker,Audio,Central,66.03,3,198.09,71.27,126.82
ORD12791,2024-01-21,External SSD 1TB,Storage,North,74.65,2,149.3,37.07,112.23
ORD11911,2024-01-21,Laptop Stand,Accessories,Central,29.75,3,89.25,43.54,45.71
ORD10459,2024-01-22,Mechanical Keyboard,Accessories,South,69.77,2,139.54,62.24,77.3
ORD10192,2024-01-22,Laptop Stand,Accessories,North,28.94,2,57.88,23.72,34.16
ORD10703,2024-01-22,USB-C Hub,Accessories,North,40.51,2,81.02,32.88,48.14
ORD12532,2024-01-22,Webcam HD,Peripherals,North,45.64,1,45.64,14.79,30.85
ORD11553,2024-01-23,Laptop Stand,Accessories,East,27.51,1,27.51,11.86,15.65
ORD11112,2024-01-23,Laptop Stand,Accessories,North,25.82,1,25.82,11.15,14.67
ORD12831,2024-01-23,Laptop Stand,Accessories,North,18.26,3,54.78,20.64,34.14
ORD10357,2024-01-23,Laptop Stand,Accessories,South,27.9,3,83.7,36.38,47.32
ORD11170,2024-01-25,Laptop Stand,Accessories,East,20.13,1,20.13,8.11,12.02
ORD12128,2024-01-25,External SSD 1TB,Storage,West,103.05,5,515.25,150.87,364.38
ORD12651,2024-01-25,Wireless Mouse,Accessories,North,23.51,1,23.51,9.98,13.53
ORD10561,2024-01-25,Mechanical Keyboard,Accessories,East,45.83,3,137.49,64.83,72.66
ORD10917,2024-01-25,Laptop Stand,Accessories,Central,18.59,1,18.59,7.55,11.04
ORD10247,2024-01-25,Noise Cancelling Headphones,Audio,North,70.96,2,141.92,52.7,89.22
ORD12438,2024-01-26,Bluetooth Speaker,Audio,North,42.12,6,252.72,98.31,154.41
ORD10309,2024-01-26,Webcam HD,Peripherals,South,44.34,1,44.34,16.92,27.42
ORD11354,2024-01-26,Webcam HD,Peripherals,West,40.13,3,120.39,44.18,76.21
ORD12930,2024-01-26,Laptop Stand,Accessories,North,28.22,2,56.44,21.62,34.82
ORD11258,2024-01-26,Wireless Mouse,Accessories,Central,16.96,1,16.96,7.22,9.74
ORD10802,2024-01-27,Bluetooth Speaker,Audio,Central,62.72,2,125.44,47.75,77.69
ORD10139,2024-01-27,Standing Desk,Furniture,Central,418.47,3,1255.41,260.03,995.38
ORD12850,2024-01-28,Laptop Stand,Accessories,South,24.52,2,49.04,19.64,29.4
ORD10552,2024-01-28,External SSD 1TB,Storage,Central,126.83,3,380.49,115.07,265.42
ORD10202,2024-01-28,27-inch Monitor,Displays,Central,261.65,2,523.3,140.4,382.9
ORD11299,2024-01-28,Laptop Stand,Accessories,North,29.02,2,58.04,22.9,35.14
ORD12012,2024-01-28,27-inch Monitor,Displays,West,233.96,1,233.96,69.98,163.98
ORD11013,2024-01-28,External SSD 1TB,Storage,North,72.99,2,145.98,37.07,108.91
ORD12465,2024-01-29,Noise Cancelling Headphones,Audio,South,120.58,1,120.58,45.55,75.03
ORD11894,2024-01-29,Laptop Stand,Accessories,North,19.75,1,19.75,8.76,10.99
ORD10137,2024-01-29,USB-C Hub,Accessories,Central,26.81,1,26.81,11.65,15.16
ORD12714,2024-01-29,Bluetooth Speaker,Audio,South,67.89,6,407.34,159.22,248.12
ORD12835,2024-01-29,Laptop Stand,Accessories,Central,20.06,1,20.06,9.01,11.05
ORD11199,2024-01-29,Laptop Stand,Accessories,West,30.67,1,30.67,13.14,17.53
ORD11921,2024-01-30,27-inch Monitor,Displays,West,219.83,3,659.49,172.45,487.04
ORD11667,2024-01-30,Bluetooth Speaker,Audio,West,31.01,2,62.02,22.89,39.13
ORD12392,2024-01-31,USB-C Hub,Accessories,East,31.82,1,31.82,12.87,18.95
ORD12277,2024-01-31,USB-C Hub,Accessories,Central,26.61,4,106.44,45.37,61.07
ORD11412,2024-01-31,External SSD 1TB,Storage,West,109.79,2,219.58,47.79,171.79
ORD12538,2024-01-31,Webcam HD,Peripherals,North,53.74,2,107.48,31.71,75.77
ORD11260,2024-02-01,Smartwatch,Wearables,East,109.61,1,109.61,49.61,60.0
ORD11713,2024-02-01,27-inch Monitor,Displays,North,238.81,2,477.62,114.58,363.04
ORD12824,2024-02-01,Smartwatch,Wearables,Central,86.82,4,347.28,135.94,211.34
ORD10534,2024-02-01,Standing Desk,Furniture,West,292.87,1,292.87,67.71,225.16
ORD12400,2024-02-01,Mechanical Keyboard,Accessories,West,46.07,1,46.07,18.37,27.7
ORD11539,2024-02-02,USB-C Hub,Accessories,North,33.82,2,67.64,29.42,38.22
ORD11628,2024-02-02,Laptop Stand,Accessories,Central,26.41,1,26.41,10.67,15.74
ORD12114,2024-02-02,Noise Cancelling Headphones,Audio,West,93.41,3,280.23,97.06,183.17
ORD11694,2024-02-03,Webcam HD,Peripherals,West,30.19,1,30.19,9.44,20.75
ORD11726,2024-02-03,Laptop Stand,Accessories,West,21.81,2,43.62,17.65,25.97
ORD10094,2024-02-03,Webcam HD,Peripherals,Central,45.53,2,91.06,31.12,59.94
ORD11374,2024-02-03,Laptop Stand,Accessories,Central,34.86,1,34.86,13.78,21.08
ORD12864,2024-02-04,Laptop Stand,Accessories,West,34.16,1,34.16,14.06,20.1
ORD11622,2024-02-05,External SSD 1TB,Storage,East,106.37,2,212.74,43.38,169.36
ORD11658,2024-02-05,Laptop Stand,Accessories,West,31.08,1,31.08,13.07,18.01
ORD12888,2024-02-05,Laptop Stand,Accessories,West,22.19,2,44.38,16.25,28.13
ORD12700,2024-02-05,Wireless Mouse,Accessories,South,20.69,1,20.69,8.57,12.12
ORD11445,2024-02-05,27-inch Monitor,Displays,North,156.67,2,313.34,94.29,219.05
ORD12757,2024-02-06,Laptop Stand,Accessories,East,31.16,2,62.32,28.22,34.1
ORD11729,2024-02-06,External SSD 1TB,Storage,West,119.3,1,119.3,35.96,83.34
ORD12834,2024-02-06,USB-C Hub,Accessories,East,35.75,3,107.25,40.04,67.21
ORD12810,2024-02-06,Bluetooth Speaker,Audio,South,42.6,2,85.2,34.32,50.88
ORD11701,2024-02-07,Laptop Stand,Accessories,West,34.68,3,104.04,47.46,56.58
ORD11496,2024-02-07,Laptop Stand,Accessories,North,34.42,4,137.68,61.88,75.8
ORD11138,2024-02-07,External SSD 1TB,Storage,North,106.15,3,318.45,70.73,247.72
ORD10165,2024-02-07,27-inch Monitor,Displays,North,272.98,1,272.98,79.81,193.17
ORD10852,2024-02-08,Smartwatch,Wearables,East,111.88,1,111.88,56.59,55.29
ORD12339,2024-02-08,Webcam HD,Peripherals,North,47.4,1,47.4,14.46,32.94
ORD11520,2024-02-08,Webcam HD,Peripherals,North,33.77,2,67.54,24.6,42.94
ORD12739,2024-02-09,Webcam HD,Peripherals,South,37.57,1,37.57,14.4,23.17
ORD12768,2024-02-10,External SSD 1TB,Storage,East,120.17,2,240.34,55.06,185.28
ORD10008,2024-02-10,Smartwatch,Wearables,South,182.0,1,182.0,85.08,96.92
ORD10429,2024-02-10,Wireless Mouse,Accessories,Central,15.54,2,31.08,12.06,19.02
ORD10244,2024-02-11,Webcam HD,Peripherals,North,46.98,3,140.94,45.89,95.05
ORD10630,2024-02-11,External SSD 1TB,Storage,South,72.49,2,144.98,32.69,112.29
ORD11885,2024-02-11,Laptop Stand,Accessories,North,27.02,3,81.06,34.51,46.55
ORD10762,2024-02-11,Webcam HD,Peripherals,South,40.95,2,81.9,28.44,53.46
ORD10138,2024-02-11,Webcam HD,Peripherals,North,34.59,3,103.77,39.29,64.48
ORD10303,2024-02-12,Wireless Mouse,Accessories,South,25.62,1,25.62,10.04,15.58
ORD12571,2024-02-12,Webcam HD,Peripherals,North,43.41,1,43.41,15.02,28.39
ORD10467,2024-02-12,Webcam HD,Peripherals,North,33.47,1,33.47,12.68,20.79
ORD12489,2024-02-12,USB-C Hub,Accessories,West,20.62,1,20.62,9.01,11.61
ORD12996,2024-02-12,Laptop Stand,Accessories,Central,24.96,1,24.96,9.49,15.47
ORD10628,2024-02-12,USB-C Hub,Accessories,South,23.14,1,23.14,10.18,12.96
ORD10310,2024-02-13,Webcam HD,Peripherals,East,42.42,1,42.42,14.24,28.18
ORD11625,2024-02-13,Laptop Stand,Accessories,South,34.35,1,34.35,14.82,19.53
ORD12331,2024-02-13,Noise Cancelling Headphones,Audio,South,114.92,2,229.84,89.41,140.43
ORD10499,2024-02-13,Bluetooth Speaker,Audio,Central,38.49,2,76.98,32.07,44.91
ORD10783,2024-02-13,USB-C Hub,Accessories,Central,40.66,1,40.66,17.22,23.44
ORD10522,2024-02-14,Smartwatch,Wearables,North,162.01,3,486.03,191.68,294.35
ORD12736,2024-02-14,Bluetooth Speaker,Audio,North,70.56,2,141.12,47.83,93.29
ORD10809,2024-02-14,Bluetooth Speaker,Audio,West,40.55,1,40.55,16.3,24.25
ORD10187,2024-02-15,Mechanical Keyboard,Accessories,South,64.94,3,194.82,80.31,114.51
ORD10170,2024-02-15,Laptop Stand,Accessories,South,27.52,1,27.52,12.5,15.02
ORD11771,2024-02-15,Wireless Mouse,Accessories,East,17.59,1,17.59,7.53,10.06
ORD12919,2024-02-15,Webcam HD,Peripherals,North,28.03,6,168.18,55.08,113.1
ORD12151,2024-02-16,Laptop Stand,Accessories,West,34.82,7,243.74,110.29,133.45
ORD11106,2024-02-16,Webcam HD,Peripherals,North,50.86,1,50.86,16.57,34.29
ORD11932,2024-02-16,Webcam HD,Peripherals,East,53.02,3,159.06,45.88,113.18
ORD11005,2024-02-17,Laptop Stand,Accessories,West,21.92,2,43.84,21.13,22.71
ORD10402,2024-02-18,Mechanical Keyboard,Accessories,South,65.79,2,131.58,47.72,83.86
ORD11900,2024-02-19,Laptop Stand,Accessories,East,18.85,2,37.7,16.55,21.15
ORD12979,2024-02-20,External SSD 1TB,Storage,North,73.47,1,73.47,20.44,53.03
ORD10117,2024-02-20,Bluetooth Speaker,Audio,Central,76.72,2,153.44,58.98,94.46
ORD10755,2024-02-20,Bluetooth Speaker,Audio,Central,54.25,1,54.25,17.88,36.37
ORD12901,2024-02-20,Wireless Mouse,Accessories,Central,20.05,4,80.2,36.13,44.07
ORD12458,2024-02-21,Standing Desk,Furniture,North,302.15,1,302.15,53.41,248.74
ORD12500,2024-02-21,Laptop Stand,Accessories,East,27.27,6,163.62,62.13,101.49
ORD12423,2024-02-21,Laptop Stand,Accessories,South,34.18,3,102.54,41.95,60.59
ORD10958,2024-02-21,Bluetooth Speaker,Audio,South,64.67,3,194.01,78.31,115.7
ORD10712,2024-02-21,External SSD 1TB,Storage,North,86.02,4,344.08,89.12,254.96
ORD10812,2024-02-21,USB-C Hub,Accessories,South,30.28,2,60.56,26.91,33.65
ORD12588,2024-02-21,Mechanical Keyboard,Accessories,North,53.4,1,53.4,21.72,31.68
ORD11050,2024-02-21,27-inch Monitor,Displays,North,275.8,3,827.4,227.4,600.0
ORD11356,2024-02-22,External SSD 1TB,Storage,West,114.51,1,114.51,24.72,89.79
ORD10041,2024-02-22,27-inch Monitor,Displays,South,314.09,2,628.18,169.92,458.26
ORD11516,2024-02-22,Laptop Stand,Accessories,North,18.9,2,37.8,16.55,21.25
ORD10083,2024-02-22,Laptop Stand,Accessories,South,21.56,2,43.12,17.72,25.4
ORD10591,2024-02-23,USB-C Hub,Accessories,West,30.5,1,30.5,13.25,17.25
ORD12265,2024-02-23,Wireless Mouse,Accessories,South,19.11,4,76.44,30.79,45.65
ORD10127,2024-02-24,Smartwatch,Wearables,North,124.8,2,249.6,107.88,141.72
ORD11727,2024-02-24,External SSD 1TB,Storage,East,77.29,3,231.87,58.24,173.63
ORD10286,2024-02-24,Bluetooth Speaker,Audio,South,32.64,3,97.92,36.64,61.28
ORD12692,2024-02-24,External SSD 1TB,Storage,North,114.71,1,114.71,30.72,83.99
ORD12707,2024-02-25,Bluetooth Speaker,Audio,South,45.96,1,45.96,17.71,28.25
ORD11470,2024-02-25,27-inch Monitor,Displays,North,272.2,2,544.4,180.86,363.54
ORD12803,2024-02-25,External SSD 1TB,Storage,North,107.72,2,215.44,52.44,163.0
ORD12101,2024-02-26,Webcam HD,Peripherals,East,51.89,1,51.89,17.81,34.08
ORD12818,2024-02-26,External SSD 1TB,Storage,South,116.8,1,116.8,25.56,91.24
ORD11884,2024-02-26,27-inch Monitor,Displays,South,230.53,4,922.12,258.82,663.3
ORD10758,2024-02-26,Wireless Mouse,Accessories,North,27.51,1,27.51,12.12,15.39
ORD12308,2024-02-26,Laptop Stand,Accessories,South,29.83,3,89.49,35.6,53.89
ORD12678,2024-02-26,Bluetooth Speaker,Audio,South,46.01,1,46.01,17.42,28.59
ORD12871,2024-02-27,Laptop Stand,Accessories,North,32.58,1,32.58,14.39,18.19
ORD11732,2024-02-27,Webcam HD,Peripherals,Central,50.35,1,50.35,17.43,32.92
ORD10936,2024-02-27,Laptop Stand,Accessories,North,25.06,1,25.06,10.13,14.93
ORD12119,2024-02-27,USB-C Hub,Accessories,North,38.92,4,155.68,69.93,85.75
ORD10789,2024-02-27,Mechanical Keyboard,Accessories,West,63.39,2,126.78,53.62,73.16
ORD12306,2024-02-28,Webcam HD,Peripherals,West,27.41,4,109.64,39.68,69.96
ORD11490,2024-02-28,Smartwatch,Wearables,South,87.25,1,87.25,42.33,44.92
ORD10708,2024-02-28,Webcam HD,Peripherals,North,50.16,1,50.16,19.28,30.88
ORD10409,2024-02-28,Laptop Stand,Accessories,South,19.12,1,19.12,7.83,11.29
ORD11218,2024-02-28,Smartwatch,Wearables,South,95.2,2,190.4,82.68,107.72
ORD10135,2024-02-28,Standing Desk,Furniture,North,399.96,1,399.96,91.4,308.56
ORD12844,2024-02-28,Noise Cancelling Headphones,Audio,North,144.35,1,144.35,54.28,90.07
ORD10860,2024-02-28,Bluetooth Speaker,Audio,Central,41.31,1,41.31,13.34,27.97
ORD11398,2024-02-29,Laptop Stand,Accessories,North,27.03,4,108.12,49.55,58.57
ORD12456,2024-02-29,Noise Cancelling Headphones,Audio,North,95.35,1,95.35,36.29,59.06
ORD12590,2024-02-29,Wireless Mouse,Accessories,West,17.43,1,17.43,7.71,9.72
ORD12998,2024-02-29,Smartwatch,Wearables,South,179.74,1,179.74,74.56,105.18
ORD12615,2024-02-29,Bluetooth Speaker,Audio,West,58.1,4,232.4,97.29,135.11
ORD11664,2024-02-29,Wireless Mouse,Accessories,West,28.33,4,113.32,45.59,67.73
ORD10159,2024-03-01,27-inch Monitor,Displays,South,250.05,6,1500.3,415.24,1085.06
ORD11478,2024-03-01,USB-C Hub,Accessories,West,44.76,5,223.8,84.59,139.21
ORD12665,2024-03-01,Webcam HD,Peripherals,North,39.27,2,78.54,27.1,51.44
ORD12550,2024-03-01,Webcam HD,Peripherals,East,50.59,2,101.18,34.72,66.46
ORD11437,2024-03-01,Laptop Stand,Accessories,North,32.07,1,32.07,13.29,18.78
ORD12160,2024-03-01,Wireless Mouse,Accessories,Central,23.2,1,23.2,10.05,13.15
ORD11372,2024-03-02,Wireless Mouse,Accessories,West,19.11,1,19.11,8.06,11.05
ORD12758,2024-03-02,Webcam HD,Peripherals,North,56.12,1,56.12,21.28,34.84
ORD11125,2024-03-02,Laptop Stand,Accessories,Central,27.34,4,109.36,44.4,64.96
ORD11364,2024-03-02,Laptop Stand,Accessories,South,28.95,2,57.9,22.59,35.31
ORD10075,2024-03-03,Laptop Stand,Accessories,North,32.1,1,32.1,13.46,18.64
ORD12001,2024-03-04,Webcam HD,Peripherals,South,48.04,1,48.04,17.72,30.32
ORD11441,2024-03-04,Bluetooth Speaker,Audio,Central,35.29,2,70.58,29.46,41.12
ORD12240,2024-03-04,Laptop Stand,Accessories,South,33.09,3,99.27,44.12,55.15
ORD12202,2024-03-05,Laptop Stand,Accessories,North,27.24,1,27.24,10.0,17.24
ORD12907,2024-03-05,Laptop Stand,Accessories,South,24.01,2,48.02,20.71,27.31
ORD12083,2024-03-05,External SSD 1TB,Storage,Central,78.35,5,391.75,115.1,276.65
ORD10257,2024-03-05,Laptop Stand,Accessories,North,32.18,1,32.18,13.58,18.6
ORD11973,2024-03-05,External SSD 1TB,Storage,North,129.76,2,259.52,60.86,198.66
ORD11415,2024-03-05,Laptop Stand,Accessories,South,19.8,1,19.8,8.5,11.3
ORD11285,2024-03-05,Noise Cancelling Headphones,Audio,South,97.65,2,195.3,71.27,124.03
ORD12272,2024-03-06,Wireless Mouse,Accessories,North,17.34,2,34.68,15.23,19.45
ORD12152,2024-03-06,Bluetooth Speaker,Audio,East,52.73,1,52.73,20.02,32.71
ORD11044,2024-03-06,Webcam HD,Peripherals,South,50.24,1,50.24,19.68,30.56
ORD11627,2024-03-06,Bluetooth Speaker,Audio,West,42.84,1,42.84,16.92,25.92
ORD11861,2024-03-06,Mechanical Keyboard,Accessories,North,65.55,1,65.55,26.11,39.44
ORD10858,2024-03-06,Noise Cancelling Headphones,Audio,South,121.44,2,242.88,96.7,146.18
ORD12731,2024-03-06,Laptop Stand,Accessories,West,30.37,2,60.74,27.22,33.52
ORD12176,2024-03-07,Laptop Stand,Accessories,South,32.05,3,96.15,38.74,57.41
ORD10846,2024-03-07,Webcam HD,Peripherals,East,36.28,1,36.28,12.23,24.05
ORD11815,2024-03-07,Wireless Mouse,Accessories,South,23.81,2,47.62,16.71,30.91
ORD12575,2024-03-08,Bluetooth Speaker,Audio,East,49.34,2,98.68,40.17,58.51
ORD12440,2024-03-08,Laptop Stand,Accessories,West,23.95,2,47.9,19.27,28.63
ORD11661,2024-03-08,27-inch Monitor,Displays,West,298.75,3,896.25,193.89,702.36
ORD12799,2024-03-08,Smartwatch,Wearables,West,89.78,3,269.34,106.91,162.43
ORD12807,2024-03-08,Laptop Stand,Accessories,West,30.03,3,90.09,37.24,52.85
ORD10925,2024-03-09,27-inch Monitor,Displays,North,233.12,2,466.24,141.19,325.05
ORD12121,2024-03-09,Mechanical Keyboard,Accessories,East,80.77,4,323.08,134.83,188.25
ORD10681,2024-03-09,Laptop Stand,Accessories,West,27.6,5,138.0,59.91,78.09
ORD11348,2024-03-09,Webcam HD,Peripherals,North,35.03,1,35.03,11.1,23.93
ORD11562,2024-03-09,Wireless Mouse,Accessories,Central,27.73,1,27.73,10.53,17.2
ORD11613,2024-03-10,Webcam HD,Peripherals,North,58.15,2,116.3,43.8,72.5
ORD11774,2024-03-10,27-inch Monitor,Displays,West,256.5,5,1282.5,378.04,904.46
ORD11936,2024-03-10,External SSD 1TB,Storage,West,106.95,1,106.95,26.64,80.31
ORD11200,2024-03-11,External SSD 1TB,Storage,West,91.21,2,182.42,52.62,129.8
ORD10525,2024-03-11,USB-C Hub,Accessories,North,25.73,1,25.73,10.07,15.66
ORD12759,2024-03-11,Laptop Stand,Accessories,East,30.47,3,91.41,37.24,54.17
ORD10791,2024-03-11,Laptop Stand,Accessories,Central,28.46,4,113.84,51.32,62.52
ORD12613,2024-03-11,USB-C Hub,Accessories,South,33.87,5,169.35,80.46,88.89
ORD10489,2024-03-11,Mechanical Keyboard,Accessories,Central,78.24,7,547.68,230.16,317.52
